HostSampleID	phylum_Actinobacteria	phylum_Bacteroidetes	phylum_Cyanobacteria.Chloroplast	phylum_Firmicutes	phylum_Fusobacteria	phylum_Proteobacteria	phylum_unclassified_Bacteria	class_Actinobacteria	class_Alphaproteobacteria	class_Bacilli	class_Bacteroidia	class_Betaproteobacteria	class_Chloroplast	class_Clostridia	class_Flavobacteria	class_Fusobacteria	class_Gammaproteobacteria	class_Negativicutes	class_unclassified_Bacteria	order_Actinomycetales	order_Bacillales	order_Bacteroidales	order_Burkholderiales	order_Clostridiales	order_Enterobacteriales	order_Flavobacteriales	order_Fusobacteriales	order_Lactobacillales	order_Neisseriales	order_Pasteurellales	order_Pseudomonadales	order_Rhizobiales	order_Selenomonadales	order_unclassified_Bacteria	order_unclassified_Chloroplast	family_Actinomycetaceae	family_Bacillaceae.1	family_Bacillales_Incertae.Sedis.XI	family_Carnobacteriaceae	family_Chloroplast	family_Clostridiales_Incertae.Sedis.XI	family_Comamonadaceae	family_Corynebacteriaceae	family_Enterobacteriaceae	family_Flavobacteriaceae	family_Fusobacteriaceae	family_Lachnospiraceae	family_Micrococcaceae	family_Moraxellaceae	family_Neisseriaceae	family_Pasteurellaceae	family_Porphyromonadaceae	family_Prevotellaceae	family_Propionibacteriaceae	family_Staphylococcaceae	family_Streptococcaceae	family_Veillonellaceae	family_unclassified_Actinomycetales	family_unclassified_Bacteria	genus_Actinomyces	genus_Anaerococcus	genus_Corynebacterium	genus_Dolosigranulum	genus_Finegoldia	genus_Fusobacterium	genus_Gemella	genus_Granulicatella	genus_Neisseria	genus_Peptoniphilus	genus_Porphyromonas	genus_Prevotella	genus_Propionibacterium	genus_Rothia	genus_Staphylococcus	genus_Streptococcus	genus_Streptophyta	genus_Veillonella	genus_unclassified_Actinomycetales	genus_unclassified_Bacteria	genus_unclassified_Neisseriaceae
ZL63I8R-05	0.677628955	0.000351857	0.000117286	0.31737468	0.000140743	0.004339565	0	0.677628955	0.00178274	0.291243461	0.000117286	0.001665455	0.000117286	0.026037391	0.000234571	0.000140743	0.000820999	4.69E-05	0	0.677582041	0.135277146	0.000117286	0.000211114	0.026037391	0	0.000234571	0.000140743	0.155966316	0.001430884	4.69E-05	0.00072717	0.000445685	4.69E-05	0	0.000117286	0.000445685	2.35E-05	0	0.152072436	0.000117286	0.025896648	2.35E-05	0.51159954	0	0.000234571	9.38E-05	7.04E-05	0.00300251	0.000703713	0.001430884	4.69E-05	4.69E-05	2.35E-05	0.15179095	0.135206774	0.003072881	4.69E-05	0.006356876	0	0.000445685	0.017194061	0.51159954	0.151884779	0.000703713	9.38E-05	0	0.000187657	9.38E-05	0.00795196	4.69E-05	2.35E-05	0.15179095	0.000539513	0.135206774	0.003049424	0.000117286	2.35E-05	0.006356876	0	0.001266684
ZL63I8R-06	0.651379725	0.001365099	0.002307667	0.328208795	0.006240452	0.010433256	3.25E-05	0.651379725	0.001300094	0.281567914	0	0.007020509	0.002307667	0.046120844	0.001365099	0.006240452	0.000292521	0.000520038	3.25E-05	0.651379725	0.164884454	0	0.001430104	0.046120844	3.25E-05	0.001365099	0.006240452	0.11668346	0.005590405	3.25E-05	0.000130009	0.001072578	0.000520038	3.25E-05	0.002307667	0.004712842	9.75E-05	6.50E-05	0.11145058	0.002307667	0.045893327	0.000130009	0.523547957	3.25E-05	0.001365099	0	0.000227516	0.003542757	6.50E-05	0.005590405	3.25E-05	0	0	0.112230637	0.164624435	0.005070368	0.000520038	0.005947931	3.25E-05	0.004712842	0.026684435	0.523515455	0.111223064	0.001332597	0	6.50E-05	0.000227516	0.000130009	0.017876296	0	0	0.112230637	0.002600189	0.164624435	0.004940358	0.002307667	0.000422531	0.005947931	3.25E-05	0.000942568
ZL63I8R-07	0.409386001	0.000371478	0.000141515	0.589163468	0.000141515	0.000742955	1.77E-05	0.409386001	0.000283031	0.580884824	0.000265341	0.000283031	0.000141515	0.008013302	0.000106136	0.000141515	7.08E-05	0.000265341	1.77E-05	0.409386001	0.118324459	0.000265341	8.84E-05	0.008013302	0	0.000106136	0.000141515	0.462560365	0.000194584	1.77E-05	3.54E-05	5.31E-05	0.000265341	1.77E-05	0.000141515	0.000495303	7.08E-05	1.77E-05	0.461852789	0.000141515	0.007818719	0	0.373352674	0	0.000106136	3.54E-05	5.31E-05	0.001309016	3.54E-05	0.000194584	1.77E-05	0	0.000247652	0.031310255	0.118236012	0.000707576	0.000265341	0.001945835	1.77E-05	0.000495303	0.005819816	0.373352674	0.461835099	0.000106136	3.54E-05	1.77E-05	1.77E-05	3.54E-05	0.001892767	0	0.000247652	0.031274876	7.08E-05	0.118236012	0.000707576	0.000141515	0.000106136	0.001945835	1.77E-05	0.000123826
ZL63I8R-09	0.671614905	0.000166795	3.34E-05	0.326016613	6.67E-05	0.002101611	0	0.671614905	0.00030023	0.309737465	0.000133436	0.001300997	3.34E-05	0.01587884	3.34E-05	6.67E-05	0.000400307	0.000366948	0	0.671514828	0.205557594	0.000133436	0.000133436	0.01587884	0	3.34E-05	6.67E-05	0.104179871	0.001167562	0	0.000133436	3.34E-05	0.000366948	0	3.34E-05	0.000100077	3.34E-05	6.67E-05	0.103112386	3.34E-05	0.015812123	6.67E-05	0.588217634	0	3.34E-05	0	6.67E-05	0.003202455	0.000100077	0.001167562	0	0	0.000100077	0.072955933	0.205457517	0.000900691	0.000366948	0.00490376	0	0.000100077	0.012409514	0.588217634	0.103079027	0.000266871	0	6.67E-05	3.34E-05	0.000100077	0.003135737	0	0.000100077	0.072922574	0.000166795	0.205457517	0.000900691	3.34E-05	0.000133436	0.00490376	0	0.001034126
ZL63I8R-1011	0.521008558	0.0014018	0.00038734	0.463239634	0.000129113	0.013593773	0.000147558	0.521008558	0.004426737	0.410155674	0.00105135	0.002471595	0.00038734	0.052087945	0.00035045	0.000129113	0.003781172	0.000977571	0.000147558	0.520916335	0.29000664	0.00105135	9.22E-05	0.052087945	0.000258226	0.00035045	0.000129113	0.120149033	0.002379371	3.69E-05	0.002969603	0.00354139	0.000977571	0.000147558	0.00038734	0.000516453	0	0.000110668	0.116035857	0.00038734	0.051571492	5.53E-05	0.39340785	0.000258226	0.00035045	7.38E-05	0.000258226	0.005810093	0.002895824	0.002379371	3.69E-05	5.53E-05	0.000664011	0.106297034	0.289895972	0.003947174	0.000977571	0.00813413	0.000147558	0.000516453	0.029198023	0.39340785	0.116035857	0.001844474	7.38E-05	0.000110668	0	0.000147558	0.020528995	1.84E-05	0.000664011	0.1062417	0.000424229	0.289895972	0.003633614	0.00035045	0.000202892	0.00813413	0.000147558	0.00213959
ZL63I8R-1014	0.479943888	0.000621998	0.000502892	0.512274526	0.000410254	0.005717084	0.00013234	0.479943888	0.000939613	0.466207006	0.000476424	0.003255562	0.000502892	0.045074971	0.000145574	0.000410254	0.000516126	0.000701401	0.00013234	0.479639506	0.378783267	0.000476424	0.000277914	0.045074971	0.000185276	0.000145574	0.000410254	0.087423739	0.002977648	2.65E-05	0.000304382	0.00039702	0.000701401	0.00013234	0.000502892	0.001363101	0	0.000105872	0.081587549	0.000502892	0.043089872	2.65E-05	0.311131109	0.000185276	0.000145574	7.94E-05	0.001508675	0.005187724	0.000119106	0.002977648	2.65E-05	0	0.000423488	0.155128833	0.378677395	0.005611212	0.000701401	0.005465638	0.00013234	0.001363101	0.031391025	0.311131109	0.081428742	0.001151357	7.94E-05	0.000105872	0.000158808	0.001058719	0.010401916	0	0.000423488	0.155128833	0.000846975	0.378677395	0.005267128	0.000502892	0.000542594	0.005465638	0.00013234	0.001376335
ZL63I8R-1025	0.429841135	0.002062929	7.71E-05	0.542723837	0.001542377	0.022692219	0	0.429841135	0	0.381024909	0.001831572	0.002197887	7.71E-05	0.154295519	0.000231357	0.001542377	0.005841752	0.007403409	0	0.429320583	0.358120614	0.001831572	0.0013303	0.154295519	0.005070564	0.000231357	0.001542377	0.022904296	0.000867587	0	9.64E-05	0	0.007403409	0	7.71E-05	0.002159328	0	0	0.01796869	7.71E-05	0.154064163	0.000501272	0.216279787	0.005070564	0.000231357	0.000173517	0	0.008193877	9.64E-05	0.000867587	0	0	0.001831572	0.192546464	0.35771574	0.004935606	0.007403409	0.009215701	0	0.002159328	0.077485155	0.216279787	0.01796869	0.007075654	0.000173517	0	0	0	0.069503355	0	0.001831572	0.192546464	0.002120768	0.35771574	0.004492172	7.71E-05	0.00069407	0.009215701	0	0.000867587
ZL63I8R-11	0.586829268	0.00097561	0	0.40796748	0.000162602	0.003739837	0.000325203	0.586829268	0.00097561	0.395609756	0.000487805	0.002276423	0	0.011544715	0.000162602	0.000162602	0	0.000813008	0.000325203	0.586829268	0.247642276	0.000487805	0	0.011544715	0	0.000162602	0.000162602	0.14796748	0.002276423	0	0	0.000650407	0.000813008	0.000325203	0	0.000325203	0	0.001138211	0.14601626	0	0.011219512	0	0.477073171	0	0.000162602	0.000162602	0.000325203	0.003902439	0	0.002276423	0	0	0.000487805	0.101300813	0.246504065	0.00195122	0.000813008	0.003089431	0.000325203	0.000325203	0.008455285	0.477073171	0.14601626	0.000325203	0.000162602	0.001138211	0	0.001300813	0.002439024	0	0.000487805	0.101300813	0	0.246504065	0.00195122	0	0.000487805	0.003089431	0.000325203	0.00097561
ZL63I8R-12	0.357889257	0.007065561	0.030047228	0.578371946	0.000641479	0.025621955	9.30E-05	0.357889257	0.012355435	0.518537801	0.000920382	0.003755903	0.030037931	0.058988137	0.00596854	0.000641479	0.003988323	0.000846008	9.30E-05	0.357796289	0.315086832	0.000920382	0.001171396	0.058988137	0.000111561	0.00596854	0.000641479	0.203450969	0.002584508	0.000120858	0.003653639	0.005624558	0.000846008	9.30E-05	0.030037931	0.003077238	0	0.000139452	0.193865977	0.030037931	0.058672046	0.000288201	0.216317727	0.000111561	0.00596854	0.000539214	0.000195233	0.006080101	0.003560671	0.002584508	0.000120858	0	0.000660072	0.119956491	0.31494738	0.009426946	0.000846008	0.0089807	9.30E-05	0.003077238	0.044457253	0.216317727	0.19354059	0.000511323	0.000539214	0.000139452	0.000325388	3.72E-05	0.013415269	0	0.000660072	0.119919304	0.00272396	0.31494738	0.009343275	0.029991447	0.000539214	0.0089807	9.30E-05	0.000529917
ZL63I8R-13	0.500047152	0.002357601	0	0.483237458	0.001579593	0.011882309	4.72E-05	0.500047152	0.000848736	0.423401547	0.000636552	0.008770275	0	0.058468502	0.001721049	0.001579593	0.000447944	0.001367409	4.72E-05	0.499858544	0.3849255	0.000636552	0.001768201	0.058468502	0.000306488	0.001721049	0.001579593	0.038476047	0.007002075	4.72E-05	9.43E-05	0	0.001367409	4.72E-05	0	0.00431441	0.000141456	0.000212184	0.030931724	0	0.05830347	0	0.345671445	0.000306488	0.001721049	0.000801584	4.72E-05	0.004149378	9.43E-05	0.007002075	4.72E-05	0	0.000636552	0.14136175	0.384076763	0.006412674	0.001367409	0.002970577	4.72E-05	0.00431441	0.039419087	0.345671445	0.030530932	0.001155224	0.000801584	0.000212184	0.000400792	0.000754432	0.017729159	0	0.000636552	0.14136175	0.000990192	0.384029611	0.006412674	0	0.000801584	0.002970577	4.72E-05	0.004620898
ZL63I8R-14	0.480134638	0.001572871	0.000440404	0.514077197	3.15E-05	0.003240115	0.000283117	0.480134638	0.000377489	0.483846614	0.001384127	0.00220202	0.000440404	0.029161031	0.000188745	3.15E-05	0.000660606	0.00097518	0.000283117	0.480008808	0.404007676	0.001384127	0.000660606	0.029161031	3.15E-05	0.000188745	3.15E-05	0.079838938	0.001541414	0	0.000629148	0	0.00097518	0.000283117	0.000440404	0.001730158	0	0	0.075655101	0.000440404	0.028531882	3.15E-05	0.4325081	3.15E-05	0.000188745	3.15E-05	0.000566234	0.008587876	0.000346032	0.001541414	0	0	0.001006638	0.031394508	0.403693101	0.004120922	0.00097518	0.000503319	0.000283117	0.001730158	0.022303312	0.4325081	0.075340527	0	3.15E-05	0	0	0.000220202	0.00622857	0	0.001006638	0.031394508	0	0.403693101	0.004120922	0.000440404	0.00097518	0.000503319	0.000283117	0.001069552
ZL63I8R-15	0.684877751	0.001173594	0	0.297457213	0	0.015867971	0	0.684877751	0.000146699	0.237127139	0.001100244	0.008312958	0	0.058080685	7.33E-05	0	0.007408313	0.002249389	0	0.684425428	0.170171149	0.001100244	0.00106357	0.058080685	0.007139364	7.33E-05	0	0.06695599	0.007249389	0.000244499	2.44E-05	0	0.002249389	0	0	0.00103912	0	0	0.060562347	0	0.057640587	0.000122249	0.4649022	0.007139364	7.33E-05	0	0	0.007334963	2.44E-05	0.007249389	0.000244499	0.000158924	0.00094132	0.184315403	0.170171149	0.005	0.002249389	0.011320293	0	0.00103912	0.035977995	0.4649022	0.060562347	0	0	0	0	0.005	0.021662592	0	0.00094132	0.184315403	0	0.170171149	0.005	0	0.002249389	0.011320293	0	0.001173594
ZL63I8R-2011	0.4918849	0.003844927	0.002019916	0.480651334	0.000425245	0.02076615	0.000407527	0.4918849	0.008876998	0.404532407	0.000141748	0.00147064	0.002019916	0.075817711	0.003703179	0.000425245	0.002303413	0.000301215	0.000407527	0.4918849	0.305964067	0.000141748	0.000265778	0.075817711	0.002002197	0.003703179	0.000425245	0.09856834	0.001204862	0	0.000301215	0.007034268	0.000301215	0.000407527	0.002019916	0.000974521	0.000106311	0	0.09328821	0.002019916	0.07424076	0	0.292338495	0.002002197	0.003703179	0.000425245	0.000992239	0.007672136	0.000301215	0.001204862	0	0	0.000141748	0.178975159	0.305857755	0.004287891	0.000301215	0.009142776	0.000407527	0.000974521	0.04707821	0.292338495	0.092597186	0.000478401	0.000425245	0	0.000691024	0	0.026684149	0	0.000141748	0.178248698	0.000584712	0.305857755	0.004270173	0.002019916	0	0.009142776	0.000407527	0.001009958
ZL63I8R-2012	0.531410983	0.003045521	0.000680382	0.455240564	0.001490361	0.007808197	6.48E-05	0.531410983	0.00155516	0.414547222	0.001684756	0.004924672	0.000680382	0.038360603	0.001101571	0.001490361	0.000680382	0.002267941	6.48E-05	0.531346185	0.263113559	0.001684756	0.000874777	0.038360603	0	0.001101571	0.001490361	0.151433663	0.004049895	0.000421189	0.000129597	3.24E-05	0.002267941	6.48E-05	0.000680382	0.002235542	0.000291592	0.000583185	0.14268589	0.000680382	0.037097035	0.000291592	0.44730277	0	0.001101571	0.000615584	0.000647983	0.005086668	9.72E-05	0.004049895	0.000421189	0.000259193	0.001101571	0.071666937	0.262238782	0.008585777	0.002267941	0.004309088	6.48E-05	0.002235542	0.027020897	0.44730277	0.14194071	0.000583185	0.000615584	0.000583185	0.000745181	0.002851126	0.009395756	0.000259193	0.000971975	0.071504941	0.001198769	0.262238782	0.008553378	0.000680382	0.001393164	0.004309088	6.48E-05	0.000907176
ZL63I8R-2012_2	0.425855934	0.00569305	0.000316281	0.560512374	0.000284652	0.006720961	0.000395351	0.425855934	0.000616747	0.503740017	0.005519095	0.001644659	0.000316281	0.055902586	0.00015814	0.000284652	0.000189768	0.000664189	0.000395351	0.425792678	0.407701431	0.005519095	0.000110698	0.055902586	0	0.00015814	0.000284652	0.096038586	0.001533961	4.74E-05	6.33E-05	0.000110698	0.000664189	0.000395351	0.000316281	0.001027912	1.58E-05	9.49E-05	0.09118368	0.000316281	0.051142563	0	0.255886772	0	0.00015814	0	0.002530244	0.003747924	4.74E-05	0.001533961	4.74E-05	0.00015814	0.000411165	0.157539337	0.407559105	0.00463351	0.000585119	0.006278169	0.000395351	0.001027912	0.033351783	0.255886772	0.090756701	0.000632561	0	9.49E-05	0.000426979	3.16E-05	0.017142405	7.91E-05	0.000411165	0.157507709	0.000537677	0.407495849	0.004538626	0.000316281	0.000253024	0.006278169	0.000395351	0.00145489
ZL63I8R-2013	0.608026373	0.001798169	0.00038143	0.385244115	0.000190715	0.004331953	2.72E-05	0.608026373	0.001498474	0.357644943	0.001362249	0.001770924	0.00038143	0.027136007	0.00043592	0.000190715	0.000626635	0.00043592	2.72E-05	0.608026373	0.18848082	0.001362249	0.00021796	0.027136007	0.00021796	0.00043592	0.000190715	0.169164124	0.001552964	0	0.00027245	0	0.00043592	2.72E-05	0.00038143	0.00038143	0.000463165	0	0.165540541	0.00038143	0.027081517	0	0.526291412	0.00021796	0.00043592	0.000190715	5.45E-05	0.003569093	0.00010898	0.001552964	0	0.00032694	0.00081735	0.068303182	0.188017655	0.003269398	0.00043592	0.005312772	2.72E-05	0.00038143	0.02114211	0.526291412	0.165540541	0.000408675	0.000190715	0	0	0	0.005530732	0.00032694	0.000681125	0.068303182	0.00016347	0.188017655	0.003242153	0.00038143	5.45E-05	0.005312772	2.72E-05	0.001552964
ZL63I8R-2014	0.578907863	0.00117953	0.00021446	0.417097821	2.68E-05	0.002198215	0.000268075	0.578907863	0.00032169	0.392890652	0.00064338	0.001420797	0.00021446	0.024046323	0.00053615	2.68E-05	0	0.000160845	0.000268075	0.578907863	0.192022089	0.00064338	0.000160845	0.024046323	0	0.00053615	2.68E-05	0.200868563	0.001259952	0	0	0	0.000160845	0.000268075	0.00021446	0.00021446	5.36E-05	0.000294882	0.200198375	0.00021446	0.023671018	0	0.492587728	0	0.00053615	0	0.000134037	0.004208777	0	0.001259952	0	0.000160845	0.000402112	0.067313621	0.191673592	0.00064338	0.000160845	0.003458167	0.000268075	0.00021446	0.017639332	0.492587728	0.200064338	0.00032169	0	0.000294882	0.000134037	0.00053615	0.005709997	0.000160845	0.000402112	0.067313621	0.00042892	0.191673592	0.00064338	0.00021446	5.36E-05	0.003458167	0.000268075	0.000589765
ZL63I8R-2015	0.602279779	0.001241141	0.00019597	0.38602737	0	0.010027109	0	0.602279779	0.003952053	0.332331711	0.000718555	0.002743574	0.00019597	0.052846458	0.000359278	0	0.000555247	0.000685893	0	0.602279779	0.246137767	0.000718555	0.000849201	0.052846458	0	0.000359278	0	0.086193945	0.001894372	0.000130646	0.000391939	0	0.000685893	0	0.00019597	0.000653232	0.000163308	0.000326616	0.066237711	0.00019597	0.05206258	0.000130646	0.435183068	0	0.000359278	0	0.000587909	0.007806121	0.000391939	0.001894372	0.000130646	0.000130646	0.000587909	0.140608159	0.245615181	0.019662279	0.000685893	0.005585132	0	0.000555247	0.035535813	0.435183068	0.06538851	0.001600418	0	0.000326616	0.000783878	9.80E-05	0.014926348	0.000130646	0.000587909	0.140608159	0.002841559	0.245615181	0.019629618	0.00019597	0.000130646	0.005585132	0	0.001731064
ZKVR426-06	0.402311523	0.0034977	0.002014979	0.574687298	0	0.015435502	0.000532259	0.402311523	0.001634795	0.568338212	0.00174885	0.006387104	0.002014979	0.00623503	0.001406684	0	0.005436642	0.000114055	0.000532259	0.402311523	0.044823784	0.00174885	0.005018439	0.00623503	0.000304148	0.001406684	0	0.523514428	0.001368665	0	0.004105996	0.001634795	0.000114055	0.000532259	0.002014979	0.000266129	0	0	0.520663042	0.002014979	0.000114055	0.004182032	0.37220089	0.000304148	0.001406684	0	0.002471201	7.60E-05	0.001102536	0.001368665	0	0	0.000608296	0.027943581	0.044823784	0.002395164	0.000114055	3.80E-05	0.000532259	0.000266129	0.000114055	0.37220089	0.519940691	0	0	0	0.000722351	0.00098848	0	0	0.000456222	0.027943581	7.60E-05	0.044823784	0.002395164	0.002014979	0.000114055	3.80E-05	0.000532259	0
ZKVR426-07	0.504092107	0.007351921	0	0.482036343	0	0.005687335	0.000832293	0.504092107	0.001803301	0.476973228	0.007282563	0.001942017	0	0.004577611	0	0	0.001942017	0.000277431	0.000832293	0.503745318	0.426758219	0.007282563	0.001664586	0.004577611	0.000277431	0	0	0.050215009	0.000277431	6.94E-05	0.000416146	0	0.000277431	0.000832293	0	0	0.000416146	0.000138715	0.048619781	0	0.000277431	0.000485504	0.461090304	0.000277431	0	0	0.002011375	0	0	0.000277431	6.94E-05	0	0.001733944	0.042238868	0.425717853	0.00152587	6.94E-05	0	0.000832293	0	6.94E-05	0.461090304	0.048619781	0.000208073	0	0.000138715	0	0	0	0	0.001733944	0.042238868	0	0.425717853	0.00152587	0	6.94E-05	0	0.000832293	0.000277431
ZKVR426-09	0.663550378	0.006171712	0.002885002	0.284811745	3.65E-05	0.039148377	0.001752912	0.663550378	0.00920279	0.278859146	0.003396268	0.015374502	0.002885002	0.00259285	0	3.65E-05	0.010992221	0.003359749	0.001752912	0.663550378	0.250410839	0.003396268	0.011174816	0.00259285	0.006719497	0	3.65E-05	0.028448307	0.004199686	0.002519812	0.001424241	0	0.003359749	0.001752912	0.002885002	0.002373736	0.010736588	0	0.006756017	0.002885002	3.65E-05	0	0.25256546	0.006719497	0	3.65E-05	0	0.011540007	0.001424241	0.004199686	0.002519812	0.003396268	0	0.372566921	0.239564693	0.011247855	0.003359749	0.002665888	0.001752912	0.002373736	3.65E-05	0.25256546	0	0	3.65E-05	0	0	0	0	0.003396268	0	0.36854983	0.004382281	0.239564693	0.011247855	0.002885002	0.003359749	0.002665888	0.001752912	0
ZKVR426-10	0.218303813	0.001176583	0.001589977	0.776830858	0	0.002098769	0	0.218303813	0.000413394	0.769294368	0	0.001526378	0.001589977	0.005437721	0.000763189	0	0.000127198	0.001748974	0	0.218303813	0.766178014	0	0.001494578	0.005437721	0	0.000763189	0	0.003116355	3.18E-05	0	0.000127198	0.000413394	0.001748974	0	0.001589977	0.000317995	0.002130569	0	0	0.001589977	0.00480173	0.001494578	0.005310522	0	0.000763189	0	0.000635991	0.000413394	0	3.18E-05	0	0	0	0.210640125	0.764047445	0.002353166	0.001112984	3.18E-05	0	0.000317995	0.004292937	0.005310522	0	0.000508793	0	0	0	0	0	0	0	0.210544726	0	0.764047445	0.001844373	0.001589977	0.001049385	3.18E-05	0	3.18E-05
ZKVR426-1012	0.644332975	0.017556431	0.005852144	0.186253434	0	0.110175564	0.009673952	0.644332975	0.029141287	0.087961304	0.017556431	0.022512839	0.005852144	0.095366058	0	0	0.054639914	0.00280664	0.009673952	0.642362355	0.082168876	0.017556431	0.019288188	0.095366058	0	0	0	0.005792428	0.003224651	0	0.054639914	0.016123253	0.00280664	0.009673952	0.005852144	0.000119432	0.001672041	0	0.000238863	0.005852144	0	0.019288188	0.472829332	0	0	0	0.046040846	0.005553565	0.008539353	0.003224651	0	0	0.011823719	0.157709304	0.076376448	0.005553565	0.00280664	5.97E-05	0.009673952	0.000119432	0	0.472829332	0.000238863	0	0	0	0	0	0	0	0.011823719	0.157709304	0.005553565	0.076376448	0.005553565	0.005852144	0.00280664	5.97E-05	0.009673952	0.003224651
ZKVR426-1014	0.873572652	0.003211533	0.004317728	0.098201542	0.003675421	0.014202112	3.57E-05	0.873572652	0.001677134	0.085926349	0.002141022	0.003746788	0.004317728	0.010134171	0.001070511	0.003675421	0.008706823	0.001427348	3.57E-05	0.873572652	0.082714816	0.002141022	0.003604054	0.010134171	0.002355124	0.001070511	0.003675421	0.003211533	0.000142735	3.57E-05	0.005281188	0.001141878	0.001427348	3.57E-05	0.004317728	0.000785041	0	0	0	0.004317728	0.000392521	0.002033971	0.77854696	0.002355124	0.001070511	0.002640594	0.007172424	0.00356837	0.002426492	0.000142735	3.57E-05	0.000214102	0.00096346	0.088210106	0.082714816	0.002997431	0.001427348	0	3.57E-05	0.000785041	0	0.77854696	0	0	0.002640594	0	0	0.000142735	0.000392521	3.57E-05	0.00096346	0.088210106	0.002640594	0.082714816	0.002676277	0.004317728	0.001391664	0	3.57E-05	0
ZKVR426-1015	0.840081108	0.007434944	0.005745184	0.092193309	0	0.053126056	0	0.840081108	0.012842176	0.081649206	0.007434944	0.01169314	0.002973978	0.007975667	0	0	0.027847246	0.002365664	0	0.840081108	0.072930044	0.007434944	0.010814464	0.007975667	0.002771206	0	0	0.008719162	0.000878675	0.001216627	0.019803988	0.003109158	0.002365664	0	0.002973978	0.000540723	0	0	0.001081446	0.002973978	0	0.003244339	0.775870226	0.002771206	0	0	0.004393376	0.003717472	0.017167962	0.000878675	0.001216627	0	6.76E-05	0.053058466	0.072930044	0.007637715	0.002365664	0.000675904	0	0.000540723	0	0.775870226	0.000270362	0	0	0	0.000811085	0	0	0	0	0.053058466	0.003717472	0.072930044	0.006826631	0.002973978	0.002365664	0.000675904	0	0.000878675
ZKVR426-11	0.062066729	0.005026959	0.00178376	0.920582154	0.0018243	0.008716098	0	0.062066729	8.11E-05	0.918311915	0.005026959	0.008472858	0.00178376	0.00145944	0	0.0018243	0.00016216	0.0008108	0	0.059715409	0.911947136	0.005026959	0.008472858	0.00145944	0	0	0.0018243	0.006364779	0	0	0.00016216	0	0.0008108	0	0.00178376	0.00109458	0.006202619	0	0.00145944	0.00178376	4.05E-05	0	0.00129728	0	0	0.0018243	0.0014189	0.00016216	0.00016216	0	0	0.003445899	0.00158106	0.05322901	0.904366157	0.003364819	0.0008108	0	0	0.00109458	4.05E-05	0.00129728	4.05E-05	0	0.0018243	0	0.0014189	0	0	0	0.00158106	0.05318847	0.00016216	0.904366157	0.003324279	0.00178376	0	0	0	0
ZKVR426-13	0.087234006	0	0.004163751	0.894609307	0	0.013992935	0	0.087234006	0	0.88795413	0	1.71E-05	0.004163751	0.006655177	0	0	0.013975871	0	0	0.087234006	0.88795413	0	0	0.006655177	0.010818928	0	0	0	1.71E-05	0	0.001552875	0	0	0	0.004163751	0.00232078	0	0	0	0.004163751	0.006655177	0	0.003105749	0.010818928	0	0	0	1.71E-05	0	1.71E-05	0	0	0	0.081790413	0.88795413	0	0	0	0	0.00232078	0.006638112	0.003105749	0	0	0	0	0	0	1.71E-05	0	0	0.081790413	1.71E-05	0.88795413	0	0.004163751	0	0	0	1.71E-05
ZKVR426-14	0.06065334	0.001194539	0.000487567	0.932033155	0	0.005631399	0	0.06065334	0.000658216	0.929668454	0.000268162	0.002584105	0.000487567	0.001657728	0	0	0.002389078	0.000706972	0	0.059848854	0.928961482	0.000268162	0.001267674	0.001657728	0.001901511	0	0	0.000706972	0.001316431	0	0.000170648	0	0.000706972	0	0.000487567	0	0	0.000633837	7.31E-05	0.000487567	0.001657728	0.001097026	0.001877133	0.001901511	0	0	0	0	0.000170648	0.001316431	0	0.000219405	4.88E-05	0.055241346	0.928327645	0.000633837	0.000706972	0.002194052	0	0	0.000999512	0.001877133	7.31E-05	0.000658216	0	0.000633837	0	0.00043881	0	0.000219405	4.88E-05	0.055241346	0	0.928327645	0.000633837	2.44E-05	0.000706972	0.002194052	0	7.31E-05
ZKVR426-2011	0.731846085	0.001048061	0.00149723	0.250127265	0	0.014553077	0.000928283	0.731846085	0.006707591	0.247042971	0.001048061	0.003084294	0.00149723	0.003084294	0	0	0.004252134	0	0.000928283	0.730648301	0.151609522	0.001048061	0.003084294	0.003084294	0.001916455	0	0	0.095433448	0	0	5.99E-05	0.004761192	0	0.000928283	0.00149723	0	0.002635125	0	0.094475221	0.00149723	0.002006288	0	0.537505615	0.001916455	0	0	0	0.001796676	0	0	0	0	2.99E-05	0.185896092	0.148974397	0.000958227	0	0.000838449	0.000928283	0	0.002006288	0.537505615	0.094475221	0	0	0	0	0	0	0	2.99E-05	0.185896092	0	0.148974397	0.000958227	0.00149723	0	0.000838449	0.000928283	0
ZKVR426-2012	0.624897433	0.016332591	0.039581135	0.29488532	0	0.013441175	0.009924589	0.624897433	0.001484781	0.291720392	0.00171922	0.005939124	0.035126792	0.003164928	0.014613371	0	0.00601727	0	0.009924589	0.62302192	0.215801196	0.00171922	0.003516587	0.003164928	0.00601727	0.014613371	0	0.075919197	0.000273512	0	0	0.001328488	0	0.009924589	0.035126792	0.001367561	0.008205369	0	0.061032314	0.035126792	3.91E-05	0.002461611	0.430742781	0.00601727	0.014613371	0	0	0.00257883	0	0.000273512	0	3.91E-05	0	0.187277771	0.204704411	0.013402102	0	0	0.009924589	0.001367561	0	0.430742781	0.061032314	0	0	0	0	0	3.91E-05	3.91E-05	0	0.185988356	0.001211269	0.20321963	0.003125855	0.035126792	0	0	0.009924589	0.000273512
